mesh_n,phase,required_accuracy,inferred_accuracy_from_energy,inferred_accuracy_from_density,energy_convergence_Ha,density_convergence_e,process_output_sha256,qualification
3,XV,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,2fa64c07a15bdf29dca480723cee37f77c3ab8d44b78909363fccbab74465a32,PASS
3,XVII,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,3becc36ac273c899da24b7958a4bfbc7ea902d62ec6b746f9c31300549cbd6b2,PASS
4,Ih,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,4ab7a8e0c3d1450a514484edbe45ef6050e37a9b7a6682611678531dc6ebd18a,PASS
4,II,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,b1c60c66d9b1339f55d11941c57ec0cb3db4613f8beb2df09df6aac94edf163e,PASS
4,III,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,8591303fe491536cb49931c5385fe163be7037d5201b4005bcc86b73ae7d3e58,PASS
4,IV,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,5f14e8ac203ef6184ee0f0ede5b42235844b87bafda2d743dce75f1c3903ac39,PASS
4,VI,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,94dd0e2fcb1c26e28405e6417db22f7ac5d1198922087671c6ddf6b542c21336,PASS
4,VII,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,5ec185b513473c3a23f6230df8f7c1bb7b39b79adcdaa2c704d167e9962cdf75,PASS
4,VIII,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,cc299ecfc514789d65427c4b521d3d0fb17ea53dcf8571b57c623a06757e58e3,PASS
4,IX,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,a64040958f226b4311d032658ab0c7d1962d7db3e364c630829bb509ebb6974d,PASS
4,XI,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,b5589cf8b085b8aacf771ca698e0ff42cccd3765e9ebd4f0849f1f3aad6458b0,PASS
4,XIII,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,b20e79c3fae225f92ed8fdb27172ff63d1711ef32fc1546edd75a22ef333e998,PASS
4,XIV,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,46d826e91563f74c2bf22c257748a5ad8f7a67c0dfb2b880872a0d1e8fa719bb,PASS
4,XV,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,22da25ef8965801851013bc7492c909c923e9321092ac818454ef1048e21fb83,PASS
4,XVII,0.1,0.1,0.09999999999999999,9.9999999999999995e-08,1.9999999999999999e-06,6a4086a2fd930405ee4be1d576229b615f1372daa15d83d4ca7b358066744f01,PASS
