mesh,phase,natoms,poscar_sha256,extxyz_sha256,source_input_sha256
3,VIII,648,9bd1a82532940e5f98fb6e04cc291787e0ea73d9ab34ae89de69867e9bf21398,cb41163d9d6d80f1790206d6a6c2952b1d45ff2951d78c060b1ca4fc8e9157e5,329643d576b034b054141e7eb07da93ed857c852976682d71c92180e2261eee3
3,IX,972,d5cc4a105a400b120e3af1c327b8097136add12dbcdba2b46c42f3f4655d5079,95f2020f93fceab4a18d6be12f9b8c7dfa3ed127c66aa589c1529da17855f8e2,8bfe59918dcc987a039eafb9480a2efca2383417a0ce6d7d45107af18b4c1398
3,XI,648,4eb797f6ff26acbc641046d0acb104a1b9ddc303fb8cc17efe74be2855e4fa84,3383b77b0c31081a011e92e488ebff140a1dcc80b63db2a9fd05b7ba86cbb599,85cec69c937fe3796044985cb2a1c6acf787956d82b7f5415a19ccafdfda57ca
3,XIII,2268,0e409d26837786dcb82f03146308379aedc20f065866ff6a9234902cab6d8b95,f13ad4dc0753b4a710926a73ed04f05ba9a94e01b6ce34af3598d801c5ed24c0,f5b486290a42774a91e186b9a707b42ff05b867e263702ac74c9fc2c8dc7bed1
3,XIV,972,9e516470403411559b38dc235cfb868da04584031b43483c7fba4c53cb2a9fda,58cf7b0bd278ee7b21478476795d396f07947960b7db39907de71f987de89b89,dfcbabb624db6176681bf88f6ce3ae11df317101b81e873d73d966e2e488de23
3,XV,810,169b3dcac916bd215ea344a4580ac32e816ccaf92256235abc91265c56878414,5985150dbd363b9ea1b5b540ea16baf9460347b0d707f348e8ad373256be7bc9,3f1441fafd4ba5d0aa4a7b3952a16e156521bd472b032e81c9c0cce35912e1a2
3,XVII,486,478284e48637a603eb97df0c81e2db5fe88a7bf2b67bdca4d010c783510b48b2,60994bf4bd69b7adff96609138c2807f0ff1769dde31fd2f81a81b2a967b2f64,adc6947fafa2666e20124632a1c29bd964cd95717767013a5688aa2a27238972
4,Ih,2304,502636e949cc72a2fe8d34bc127726e1cce79431986bd6cdb72729a2cc6e2b34,3033edab02439a727bc72b567a80d42f6139e392e97aa7021d0081e7c5b1f763,54178b1a36be6b524526941df7e44d27932b7d28bd8bf963c7ac07befd18d9ef
4,II,2304,c4b76a244dac8e25bb2e5d5dcf0ad5e6a1725598fa812c3d3aa055e22f004612,2ef67371db62b128d68e38a22e4bf6213fdba6b7f00469f95d98c140e5734c4f,1c82faa6ddd1efcf92b2bbf6fc5a0cc7fbdd156b414a37387900fddd7f015847
4,III,2304,777c2e1eedaff5acd61324ad41e228f98bb139c2f1249dcf24928830152b867c,9a9aa5c30512fa10118e326d5aa6fc6fd46e31e7bb40adb00fa494561e8843d6,c385b113a880e6f4078444fdd21cb827b80c33839b52649de19c6fbf50f7341a
4,IV,3072,631c27ab0cff93df34b91d4b98a1350c1eeaa1445754d52e25e278faa0aaa607,e6e8414ccfdf70330f363ed9e547f6c94e84a6692c69f51f2cdda443f910c3b8,20ada72a68aed5e5199f2f6f377f81126c064d40331da158bc0a209b5f2767f9
4,VI,1920,1351bf0313464c1df589d9fab2dd7eea5bb2da799d91606cae467dd1997a1e5e,3ab2113a598c258bdddf8dd7dbad86e44b25f79e8cf3391ddaa25a7474843da0,eba1e67b11b9e55ee4b8fc378f7f3a6c8f607641492cadb418ce8c6f0f5f755a
4,VII,2304,67d1507c82fc8a3c7c765fa2e2dd67c577b7784b588e74180af599a66d63c47d,09dcede7a971865fcd8b10430bf2f94e90e76f49c5725d3ef5d1727a55935b45,78eebd961e53b4d106e514d3e09ca8dd40748573808db3aee38c8389d572e9cf
4,VIII,1536,a5f52417cb6c1cb6e5b99afaa8b43524a2b59b06481226dc6a48d11a522bb5fb,d67e7708deea92162d3a36b2a81d1ec3affefcd9c230a76ec0613db635416fae,329643d576b034b054141e7eb07da93ed857c852976682d71c92180e2261eee3
4,IX,2304,44e28671647ccafef18483646148a6be01173a40ae17ffd038855c1f88259ee3,4f65fd2086ad0068594967e1776c4d4e4864a831314a9604c923371ac528324c,8bfe59918dcc987a039eafb9480a2efca2383417a0ce6d7d45107af18b4c1398
4,XI,1536,f206d84a1fc49e7b689ebbfe3add78f286212d32b190a67da0d1199c84d7c8fe,30296f856a71251336e3de883ceca340ed3833a4b44bc1afa12796106996bf92,85cec69c937fe3796044985cb2a1c6acf787956d82b7f5415a19ccafdfda57ca
4,XIII,5376,0a7aa4ae3142d7f2b86376d6e44be5d72e237d9403c505f1a29bdd12028b35eb,2943c11f7d0c5ad1133e396c77cb180ebf51f931598359122709575ca9fb0d6d,f5b486290a42774a91e186b9a707b42ff05b867e263702ac74c9fc2c8dc7bed1
4,XIV,2304,b8f43b68c42392c4406e1837cd29e045f353abb5f36a6e994148539aa889e381,57b819ad9de2f1eb46e83aa1809f17816116623a6d54027dc686136906bfda26,dfcbabb624db6176681bf88f6ce3ae11df317101b81e873d73d966e2e488de23
4,XV,1920,ea3034a6c763b483e737ac3d2768fe851a2030e8fc4aca7d1d79e9ffb790e20f,457ef226fb27d4a14c4e2963ab52ed47e19dddf18c4f7e9bd4c2a1b27deb4a68,3f1441fafd4ba5d0aa4a7b3952a16e156521bd472b032e81c9c0cce35912e1a2
4,XVII,1152,9ec96686cd0a805f8833658bcf6dc107d3f122914eb0538440859931dd6ab657,6873c35337e839031af486fd455381fdef397ca07542e9ae40f7e6afd7ad9a5c,adc6947fafa2666e20124632a1c29bd964cd95717767013a5688aa2a27238972
