model,phase,scale,n_h2o,pbc_max_cell_vector_A,zero_d_cell_vector_A,pbc_minus_0d_kJ_mol_H2O,valid_converged_pair,old_full_pbc_minus_0d_kJ_mol_H2O,current_minus_old_pbc_kJ_mol_H2O,current_minus_old_zero_d_kJ_mol_H2O,pbc_scc_steps,zero_d_scc_steps,pbc_final_scc_residual,zero_d_final_scc_residual,pbc_returncode,zero_d_returncode,pbc_program_ended,zero_d_program_ended,geometry_alignment_max_error_A,intramolecular_OH_max_delta_A,parameter_sha256,build_id,pbc_input_sha256,zero_d_input_sha256,pbc_output_sha256,zero_d_output_sha256,delta_core_kJ_mol_H2O,delta_repulsive_kJ_mol_H2O,delta_electrostatic_kJ_mol_H2O,delta_dispersion_sc_kJ_mol_H2O,delta_dispersion_non_sc_kJ_mol_H2O,delta_halogen_kJ_mol_H2O,delta_electronic_entropy_kJ_mol_H2O,delta_other_interactions_residual_kJ_mol_H2O
full,XIV,4.0,12,33.472448,40.0,-201.61132764432278,True,-0.1100399838353358,-201.00544917482344,0.4958384856391466,16,13,8.5947e-10,4.8905e-10,0,0,True,True,1.7320817182823858e-10,2.0076185158757198e-10,,CP2K 28df9380abb3 / save_tblite 257ba442684c,2b640f47966ef8406879d0c81ab93dc0d2f7b58779704713dde9673203cb6da6,95e40dc5a4c7984c2689770df1704e0b20e26b72ea070a306639e60dfaebde54,c64e2e56eecf217bc86500100d8c8049a676fb14e253f1df95a71363518e5f41,516a18af202c4160122c8fff50e483134cbb02aae723cdbe0ab76d232182ebb3,6407.255362069389,0.5103471206908309,-32.45860399388509,-0.01643430136260548,-9.817751781460212e-06,0.0,0.0,-6576.901988721407
no_exchange,Ih,1.5,12,11.5171395,40.0,-10.181459795667527,True,,,,12,14,8.9408e-10,4.2413e-11,0,0,True,True,1.7320509510615833e-10,1.3014744837391845e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,51f7cf5a207ecaf5092b6b81e7da5f9833bdd5503f64d9abdd1cfe978551d2c1,10a40bfe969278295197a1700b6301582dd49ec4664bc9f6e5c4c3d723ad7b95,4d09eed029a45820e82a567c88bb575c7f1e7801a124d6b166d12643b87ada83,5ac180284fbd4f6a00b04dafe894f2ea9d19ea709009bd2250d5110cd034e56b,6297.844816211349,-0.11274248813986458,0.4709671968412909,-1.2605558846779055,0.029263095614921873,0.0,0.0,-6307.15320792664
no_exchange,Ih,2.0,12,15.356186,40.0,-2.9487568540812523,True,,,,12,12,7.067e-10,4.1439e-10,0,0,True,True,2.449504449691246e-10,1.3014722632931353e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,b9297f51afb5169c8fa0e298149f6e68fba9869320513a55b59f94ed0ed2dc5e,400616a0bc86e1e82c61f783e133e900bc8c4446e59312a318651714990897be,61ef056454a708d82b8e34fb7dc452963cea769e39046934c89b17372ce4e3a8,d9a94ad07ec91c72d35f4134a2e0653974463f4ec54c2ebb53450d23d72f9f14,6299.3279294012955,-0.04802832286721452,0.34564471571945066,-0.20275398091874294,0.001521499287812214,0.0,0.0,-6302.373070166588
no_exchange,Ih,3.0,12,23.034279,40.0,-0.7126445843785255,True,,,,12,12,8.5248e-10,7.5097e-10,0,0,True,True,2.449518953326465e-10,2.4303736800845854e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,a6428987db765f1f1101d2504259c56c07cd82cfcb0d88089d641618e7ed039a,96e092df60b3f47baa8874f026a2877b946b90080839e63fbbf62da3f3c8b37d,8bfdaea34c80c86f9302c32891acae507f3cefa220312226803aa969ab55bf25,e9c8f0f2ab5ad35552202796e88376841e298b63fed7cced5990126ce0e7957a,6300.728683449576,-0.01314664832270538,0.12511531784713764,-0.01604181936631282,-6.583033612343368e-05,0.0,0.0,-6301.5371890537845
no_exchange,Ih,4.0,12,30.712372,40.0,-0.27493709721038095,True,,,,12,12,8.7274e-10,8.5937e-10,0,0,True,True,1.7320304400668699e-10,1.6021894921891544e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,0b136019e43ac88414e3a10c20dc173de82adbc6823f30b980edc89f876bdefc,e5e1bd9065be1e73714997e0802cb0309939885871eaa38b23d8657b5dc2a55d,760be80943644a2acf1d6288fd6aea5b765b80a76ac5f0ee32c8b27bcec4e118,57a0453ce2de1ddefc3d0c59d2df4f4f1629361f2f2a733abc96b436457552cc,6301.060521365177,-0.005266340401552198,0.05594348464617759,-0.0025997001760242077,-1.0962112993905712e-05,0.0,0.0,-6301.383524944353
no_exchange,VII,1.5,12,15.83230400780248,40.0,-13.66606839238448,True,,,,11,12,7.4397e-12,6.1072e-10,0,0,True,True,1.999964638659504e-10,1.1703626956460766e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,9545c7ff85712fbcab79f822d1d74a397911a8dd861b0faf77fcf06556c2a244,8e326783a6cee07bba19534e41d0ff0db789b3339fc80532e867724a85da1b6e,40e060bdb980f8c85dea55ea3e7206f863c17ad5e3eeb96ee15978eba9f90c57,ecf8757f832183e9178c4a3e78b4f29e8e35cdc7b7da864b7f3fd8acf46b4fce,6319.978905840868,-0.18662630912542666,0.68645581100139,-1.6368188819424168,0.15509343454466473,0.0,0.0,-6332.663078287728
no_exchange,VII,2.0,12,21.10973867710331,40.0,-4.860735507371736,True,,,,11,12,1.383e-10,1.1869e-10,0,0,True,True,2.4494754419055325e-10,1.7306167610087186e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,3874f28e1797e619fbe32fbebf3198b633f30fb70f98c091cd81f22dc52d0e83,8bb76bc90b41cc76faa273df286c5e48240569fff7cc827689154169a374e453,2f807ecb9ee4c0af6abe787fe06550189487cb58dbbcb7973fb40d70670c823d,8fd320f74d2f13440e78d49aa0ba953c57f5650d480907e56240bd40fd643d3b,6323.658576779333,-0.08356257922526814,0.43424904554746885,-0.2757480534159688,0.010943476560781028,0.0,0.0,-6328.60519417619
no_exchange,VII,3.0,12,31.66460801560496,40.0,-103.07519609681194,True,,,,13,11,5.4152e-10,6.7847e-10,0,0,True,True,1.4142388008649888e-10,1.1703593649770028e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,12c33af4a9c675e90fcf15b5befb82e7ce2fe0273f2b794ca291565c6c355039,b56be72c13fa59c4892ea1b7cdd353bc8c42c8ba1992958140fa4f45d45e793b,bfb125e30f3af652857cc39de0a38b5287f30687c30f5e57092f6f4690a09419,982c598f3e24c7efe449c54bc6b9135e4c12dbe94e123e025b6930c71bac1f4a,6434.116909547757,-0.00816710953986764,-3.7450703112266424,-0.02309715472141883,0.00021534476473704836,0.0,0.0,-6533.4159864138355
no_exchange,XIV,1.5,12,12.552168,40.0,-9.346084572481047,True,,,,12,14,8.0832e-10,1.2211e-10,0,0,True,True,1.7320406953213172e-10,1.3763579165271267e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,9de0cb375a7bc039cd07bbee2d83e5af1829d4dacc3019f6aebe53f40aa9ec38,054f0a0c075f7118815954e319339f1c4a03f08d8c19d0512314ef94a5cae422,3a81f4523e116eb2564bcdf5f047dd151d991e42ab25ae68265423734e7986a9,268d2e78da4c3b9e345624d4c92f774547c5207c070b5ac0bee537448bed89b7,6313.3328711684435,-0.10765249279317045,0.511306536698316,-1.4813819015247573,0.09650649296605748,0.0,0.0,-6321.69773437627
no_exchange,XIV,2.0,12,16.736224,40.0,-2.6436337704163546,True,,,,12,13,9.3147e-10,3.6134e-10,0,0,True,True,2.4494899454548683e-10,1.3763501449659543e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,6fc5ebb029dc6142574dc5927e674bb132d4c2eb2d82e5ffc81bb08822a83f4c,e36b693daae5a2e86750c4cd35f3b4c47d7cb1994f7e66144709aa2ba15259e7,e9a0f72b3b11bb96dd95a71fab12582d156c54aa4b76b42a7b72e5372ddf2d23,d0fdf856d4c300846ed0cb50076b5f9b6313f7f7fe267c182fa00262628ad041,6314.81834094992,-0.04246715396168491,0.24955454503904,-0.2438744199125775,0.00629811276365723,0.0,0.0,-6317.431485804279
no_exchange,XIV,3.0,12,25.104336,40.0,-0.632589261632157,True,,,,13,13,1.0894e-10,1.3194e-10,0,0,True,True,2.2360681625834416e-10,2.0318879911940257e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,ee949ecd0fb57a6429de312c5c7ab3be6fbb564e5ff4a655ee4083acecd82a00,9bd9fa53e8d81e51b0d08eb98134eb78e32e31d0b9a4dcaa89267189ee8d0f09,2379499285dd28b4d2d4148e348999ed6782ce0f53dccf111643a1d139f65bd0,5fac81c4dacdf8690277fbe452b759114d623e5a2955c26ede5f2b6956bf6bd3,6316.047478557253,-0.01171847278713087,0.09943771867257664,-0.01974364173189805,9.514943937581861e-05,0.0,0.0,-6316.748138572477
no_exchange,XIV,4.0,12,33.472448,40.0,-199.51262822941564,True,,,,14,13,6.8404e-10,1.2529e-10,0,0,True,True,1.7320817182823858e-10,2.0076185158757198e-10,c2da7bf8fd7157227433cce3f2f222eb22d4ccfe109fbdce9baff810f1671357,CP2K 28df9380abb3 / save_tblite 257ba442684c,3ffa95b3d05145dc42a17388b9b8dd3c778099d09c8143f525148ffc35ae93e3,4f3eb1efb98b46bc1501eb12eb6ed42403abb8855529a189e478c17cc074201b,8e6d7a99b770521cafd04b5a207a0c84949908376aa8ef899527bc0c4f7cddde,1dc0f5c099e82359d66438cb99e52b169c34e30411f7e3a33da1e704d00cb862,6531.2037811147065,0.02648012668985421,-7.5911937813115316,-0.0044388760547763965,-9.817751781460212e-06,0.0,0.0,-6723.147246995674
frozen_qvszp,Ih,1.5,12,11.5171395,40.0,-11.536629521767262,True,,,,14,14,6.0068e-10,5.7101e-10,0,0,True,True,1.7320509510615833e-10,1.3014744837391845e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,193c0d4cf3acd76dee0e833cf5685f73c365f80624f4840c31a4c9ac0c31c907,f9240fd60c7959e798592f946109dc0efb838b7491ab16de4deff774e0901e07,9c9bfb2629ba32970f7b1318cb3b47f2daed623fb3ef144167c513a2a2e8a375,c177d5447c022441503cc2600fa4a3f441af5fd3dc01881cc58aa3bc0fb16cd8,6162.400743711144,-0.1384038776787478,6.029833197748717,-1.0835103010684695,0.029263095614921873,0.0,0.0,-6178.774555347536
frozen_qvszp,Ih,2.0,12,15.356186,40.0,-2.8872498548728913,True,,,,13,14,7.8813e-10,1.9838e-10,0,0,True,True,2.449504449691246e-10,1.3014722632931353e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,51cfc7fc242b737be7210deb1c86c60e0b5d0f00f5eb641a6d0c982fc52f6097,5456d16971eea7abf2989414ba382da85fde82cab29567c50e1b6ec85fdc7bfe,587a10ffb8bf0ffc5a55d4304dffc10e8b295c99f1b7138bb15b1a63e13008dd,d5f5e1bd1d36bba3522849500c658f5547cf1cda241cd48d8e167a4ac5076622,6167.732205721704,-0.061835605778295825,2.4969858866025123,-0.17850098976173848,0.001521499287812214,0.0,0.0,-6172.877626366922
frozen_qvszp,Ih,3.0,12,23.034279,40.0,-0.7183542555356505,True,,,,13,13,5.3489e-10,4.1518e-10,0,0,True,True,2.449518953326465e-10,2.4303736800845854e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,7876f569820cd1b9cca3bc9d32ef9c2573cdfbb591981831081bb995b05b8c42,75911a13432ea42264f848ee97eb695fc9c8e00f20e4fca10698a8316a8ee661,b5bdd5f48858d45f1e37779978764038ccb802759197c91e25c4e87775d18338,bd699aaadeaf95c090e70c1426cc68d9ce5b1e08691858ec7c244041c38ebddb,6170.454115832495,-0.01790163550768809,0.7244040958875245,-0.014456337422433064,-6.583033612343368e-05,0.0,0.0,-6171.864450380649
frozen_qvszp,Ih,4.0,12,30.712372,40.0,-0.2841570834124636,True,,,,13,13,4.8291e-10,5.1445e-10,0,0,True,True,1.7320304400668699e-10,1.6021894921891544e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,663df168fe9856ebe46d3ae2018186384b18949f00bb03799be095f170274581,77c03d754379f71fbdf71adbd4abe7cf941ac059f4f967cc53c7ae89098761f8,349fd42afa2cfa3cdda39378f2015b91cc9167d34da82231dc3f4a42f3828152,5728d8f305a8d83d332afcd4d87d8dd6dfa39e51cbb80fd06abaa6953eccc1b0,6171.06978130834,-0.007399698767096534,0.3091357782089567,-0.002381748585513882,-1.0962112993905712e-05,0.0,0.0,-6171.6532817605
frozen_qvszp,VII,1.5,12,15.83230400780248,40.0,-169.49409512291578,True,,,,11,14,9.04e-10,4.0293e-10,0,0,True,True,1.999964638659504e-10,1.1703626956460766e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,61a870f83897de9ff5b94ca68fd931bb2fa338805efa9854303a56ac64db80a7,cfaf918bee2c32b06d4090a5c5b67f53cd73a4fc24a827b986bfc62cd7b6cb9b,a57f60bbfc950522fc15a7102024d7b03ea54917920c3aba0080dfaee28b085b,6a01f1ab51fb6440846d70e5b35c4f609df161c7ae807f08649941e1de3537ae,6149.80496175694,-0.580166469897678,36.65125844802329,-1.421647871808826,0.15509343454466473,0.0,0.0,-6354.103594420717
frozen_qvszp,VII,2.0,12,21.10973867710331,40.0,-68.89719526335999,True,,,,12,14,3.6505e-10,1.6968e-10,0,0,True,True,2.4494754419055325e-10,1.7306167610087186e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,563857eb3ed61a0281564925af70546bb197ca6a4053763cccde026839946419,3c3ac23793634363c88bf27a25835f80a056373e9e9581c64476e1f634dec720,8ae894a8a2f9cef0cb9d18b39828224dcc30586190ec35e156b9af489c0af558,60fd4914925c7acc74504c2ba51bd79e068377ef2171b476f0bae35defb184c1,6176.040791463493,-0.25753874508571645,15.856147801404955,-0.24272993679818372,0.010943476560781028,0.0,0.0,-6260.304809322938
frozen_qvszp,VII,3.0,12,31.66460801560496,40.0,-112.15229255323996,True,,,,15,12,6.5959e-10,7.3057e-10,0,0,True,True,1.4142388008649888e-10,1.1703593649770028e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,ce39dfec6d6cfc1e620720c94102941da7e0f99dc0b9fabf0f210a56047f4eac,97e87c63f6ab3b85c8071565a4f4ef3b0aa76c0f0d67117fe78bea4d056d368b,a4c37cfa1dfae7805c604ddf3d2a5bfa17698146854fc9da8a42584a4a7aa796,99decf8c621afcfaa8cee5c832bbd1a7a5ba0ede61f09f90f262fa06bf41d7da,6285.811496113326,0.2780479383385494,-15.791690998743562,-0.027227898495625107,0.00021534476473704836,0.0,0.0,-6382.423133052425
frozen_qvszp,XIV,1.5,12,12.552168,40.0,-94.25471130441034,True,,,,14,14,3.7955e-10,6.5875e-10,0,0,True,True,1.7320406953213172e-10,1.3763579165271267e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,0026eded9855050a9ebb2364afb25b58f0dc61ee0b4a1c1672205b324d95b904,a4aaa2ac1396342915b99f7030414b9e951999291b8915254da61c525212b76a,8209588ae9d999aced2e41b33ead25407de2eff18c0f75e0ecff4ca4221cd216,7488d1082df8aca6593e9df51f81d190dea4ef3ba20e9cde49c4c4ec3402e218,6161.390965545044,-0.32656120838756714,21.100150728436446,-1.2729696228333311,0.09650649296605748,0.0,0.0,-6275.242803239646
frozen_qvszp,XIV,2.0,12,16.736224,40.0,-26.38136244776615,True,,,,14,14,3.1094e-10,2.832e-10,0,0,True,True,2.4494899454548683e-10,1.3763501449659543e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,63796046211d0654aa31f8962978e4e5468923a643fc3c4ec8d347b1e7254aac,a2e0243e4bb3984d302eb79ce430d5e77a79569478ea2dcbbe95ebea84634180,82c719b2e07d80c9f05ea20b80b8862857cd9e93a762ca0b7bb3ee245f4cd8b9,7e1b21a39d02713948f8423cafdfe8408055d264955b052f502b0ccd03d396c0,6177.86417675484,-0.10956073763406908,6.624131160275335,-0.214251449392203,0.00629811276365723,0.0,0.0,-6210.552156288612
frozen_qvszp,XIV,3.0,12,25.104336,40.0,-1.8155258664351763,True,,,,14,13,3.6133e-10,6.5311e-10,0,0,True,True,2.2360681625834416e-10,2.0318879911940257e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,ee7837aaa5763f7ebd9a6ed30029ceb1ad8b967c5adb899726cc00ca2e78c5f1,7ce8b9a05874e5dce209aff3cf0fb329f28918bb23faacec64b77980dfb1cc8b,dd45f1c8c83afe84610e84e56be306c37d899c11b69a73e71dfb9c822a6c9808,72d424ead1904f73e758c56714abff084390e28656fed83f46dcea45c4e770e5,6184.725008018573,-0.01852601689932767,0.8442863811785589,-0.017711358739979872,9.514943937581861e-05,0.0,0.0,-6187.3486780399935
frozen_qvszp,XIV,4.0,12,33.472448,40.0,-204.3641563606706,True,,,,17,13,3.444e-10,6.973e-10,0,0,True,True,1.7320817182823858e-10,2.0076185158757198e-10,321e9f68609f1ad48ff961da6e77e82eec128ed4e44568105a225dd3b13f9e56,CP2K 28df9380abb3 / save_tblite 257ba442684c,ef029e7a791afcf34f105379c8dd80f1ab4eb3a5e66d834726a15f0c01473d28,f693c86f2dbfbf1c3b0ba43ff0139ad901dff9d35ea50a24dc64ddb2369a3fc7,d1ba1832317172e5fb1521d795ab7c342dec000243700dabead535c304b03136,53077c494f132ab28520538bdaf75c0f67aed3458f3b43fe3ce57b051a696f4b,6371.450230630937,0.6324997664980986,-36.12142564992155,-0.01732785916431546,-9.817751781460212e-06,0.0,0.0,-6540.308123431283
